"RIGHT",1.23,6.0307,0.7074,0.25,3.46,1.34,4.6184,1.0658,0.281,3.91,1.8,1.12,17206,0.588411764705883,0.1858,0.0209,0.2715,0.511470588235294,0.1932,0.019,0.2585,0.2343,0.2057,0.530647058823529,0.2129,0.504823529411765,0.1857,0.4583333333333333333333333333,0.5,0.4166666666666666666666666667,0.75,0.3125,0.7,0.7272727272727272727272727273,24,0,3,9,"LEFT",1.35,8.3446,1.079,0.234,3.45,1.23,8.4857,1.1571,0.195,2.28,0.89,1.47,14399,0.592,0.2147,0.0299,0.2663,0.5345,0.2402,0.0229,0.2369,0.2444,0.2667,0.565083333333333,0.2182,0.50525,0.245,0.4583333333333333333333333333,0.4,0.5,0.6666666666666666666666666667,0.3888888888888888888888888889,0.5,0.3333333333333333333333333333,24,0,3,9,"Home"
"RIGHT",1.25,7.1021,1.2134,0.264,4.24,0.86,7.7143,2.5714,0.167,3.86,0.86,0.92,25572,0.612357142857143,0.1754,0.031,0.2796,0.685142857142857,0.2124,0.0598,0.2876,0.3167,0.1917,0.519785714285714,0.1868,0.670857142857143,0.2178,0.6521739130434782608695652174,0.8571428571428571428571428571,0.3333333333333333333333333333,0.3333333333333333333333333333,0.7,0.6,0.3333333333333333333333333333,24,0,3,9,"RIGHT",1.28,6.5088,1.1414,0.248,3.83,1.75,6.4478,0.403,0.333,5.24,2.75,1.19,6599,0.604461538461538,0.23,0.0367,0.2664,0.540923076923077,0.197,0.0197,0.2594,0.2067,0.2333,0.464846153846154,0.1597,0.542615384615385,0.2086,0.4347826086956521739130434783,0.4285714285714285714285714286,0.4444444444444444444444444444,0.5,0.4117647058823529411764705882,0.3,0.4285714285714285714285714286,24,0,2,9,"Home"
"RIGHT",1.32,7.281,1.068,0.276,4.51,3.33,6,0,0.4,18,4,3,22204,0.640454545454545,0.1788,0.0297,0.2771,0.516545454545455,0.2304,0.0157,0.2414,0.2848,0.2785,0.532363636363636,0.2151,0.510090909090909,0.2423,0.5,0.6666666666666666666666666667,0.3333333333333333333333333333,0.5454545454545454545454545455,0.4615384615384615384615384615,0.7,0.5,24,0,1,9,"RIGHT",1.44,6.4665,1.4477,0.277,5.16,1.45,9.9,1.8,0.205,5.23,1.5,1.33,23166,0.599214285714286,0.1952,0.0272,0.2657,0.5005,0.2386,0.0193,0.2456,0.2971,0.2464,0.416,0.2769,0.536857142857143,0.2273,0.380952380952380952380952381,0.6666666666666666666666666667,0.1666666666666666666666666667,0.25,0.4117647058823529411764705882,0.4,0.5,24,0,1,9,"Home"
"LEFT",1.34,5.6763,1.0395,0.272,4.12,1.16,5.2388,1.209,0.247,4.03,0.86,1.3,26774,0.644714285714286,0.1673,0.025,0.2709,0.585428571428571,0.1684,0.0275,0.2646,0.3448,0.1724,0.394,0.2427,0.591142857142857,0.1524,0.4583333333333333333333333333,0.4166666666666666666666666667,0.5,0.6666666666666666666666666667,0.4285714285714285714285714286,0.3,0.4,24,0,0,9,"RIGHT",1.44,5.375,1.1389,0.272,4.57,1.52,9.3913,1.1739,0.311,5.48,1.5,1.54,26183,0.561066666666667,0.205,0.0346,0.268,0.4776,0.2264,0.0401,0.2321,0.2025,0.2975,0.433533333333333,0.2484,0.4822,0.2202,0.5,0.5454545454545454545454545455,0.4615384615384615384615384615,0.4,0.5263157894736842105263157895,0.5,0.625,24,0,0,9,"Away"
"RIGHT",1.35,9.2517,0.9795,0.238,4.22,1.04,6.3333,0.6667,0.237,2.67,1.02,1.05,16564,0.554857142857143,0.2485,0.0348,0.2659,0.535428571428571,0.2003,0.03,0.2818,0.3713,0.1677,0.435214285714286,0.1641,0.5405,0.2084,0.52,0.5333333333333333333333333333,0.5,0.7142857142857142857142857143,0.4444444444444444444444444444,0.3,0.5,24,0,3,9,"LEFT",1.45,7.4987,0.9956,0.262,4.64,2.29,12.8571,1.2857,0.382,11.57,1.2,2.63,20867,0.539875,0.2156,0.0374,0.2749,0.4911875,0.1974,0.0291,0.2767,0.34,0.1933,0.592,0.3218,0.48475,0.177,0.4782608695652173913043478261,0.4444444444444444444444444444,0.5,0.5,0.4761904761904761904761904762,0.4,0.5714285714285714285714285714,24,0,2,9,"Home"
"RIGHT",1.44,8.0504,0.9244,0.251,4.37,0.85,7.3059,0.3176,0.186,1.91,0.77,0.95,18942,0.611615384615385,0.1848,0.0264,0.2704,0.565384615384615,0.1686,0.0251,0.3107,0.3077,0.1538,0.573230769230769,0.1458,0.562769230769231,0.1864,0.6666666666666666666666666667,0.75,0.5833333333333333333333333333,0.6666666666666666666666666667,0.6666666666666666666666666667,0.5,0.5,24,0,1,9,"LEFT",1.15,8.4537,0.8123,0.234,3.21,1.26,8.4194,0.2903,0.244,3.48,1.7,1.11,24243,0.644363636363636,0.1841,0.0401,0.2899,0.635272727272727,0.2395,0.029,0.2801,0.3132,0.2253,0.592636363636364,0.2442,0.639545454545455,0.2379,0.64,0.6153846153846153846153846154,0.6666666666666666666666666667,0.75,0.5882352941176470588235294118,0.5,0.625,24,0,0,9,"Away"
"RIGHT",1.29,7.6796,0.9258,0.24,4.37,0.94,8.5443,0.3418,0.184,2.03,1.11,0.8,13592,0.56975,0.2239,0.0257,0.2663,0.576166666666667,0.2698,0.0218,0.2778,0.2448,0.3147,0.479833333333333,0.3077,0.608666666666666,0.2615,0.5909090909090909090909090909,0.5384615384615384615384615385,0.6666666666666666666666666667,0.5,0.6111111111111111111111111111,0.6,0.5555555555555555555555555556,24,0,1,9,"RIGHT",1.23,9.2975,1.1529,0.248,3.71,1.93,10.8,1.9636,0.358,5.79,1.82,2.04,14448,0.580642857142857,0.2064,0.0347,0.2746,0.502357142857143,0.2459,0.022,0.244,0.2404,0.3269,0.318785714285714,0.28,0.545642857142857,0.2382,0.25,0.2307692307692307692307692308,0.2727272727272727272727272727,0,0.2857142857142857142857142857,0.4,0.25,24,0,1,9,"Away"
"LEFT",1.33,7.001,0.894,0.265,3.91,1.79,5.8696,0.587,0.274,8.62,1.8,1.78,28762,0.603933333333333,0.1888,0.0413,0.2836,0.612066666666667,0.1934,0.037,0.2565,0.2294,0.1941,0.5204,0.2486,0.6102,0.1763,0.5,0.5,0.5,0.4,0.5263157894736842105263157895,0.3,0.625,24,0,0,9,"RIGHT",1.39,6.376,0.6544,0.275,4.07,1.66,8.4375,0.8438,0.344,4.15,2.08,1.38,50081,0.6544,0.2051,0.0443,0.2732,0.5376,0.2286,0.0401,0.242,0.2455,0.2455,0.6052,0.2172,0.505133333333333,0.2334,0.625,0.5,0.75,0.625,0.625,0.8,0.5555555555555555555555555556,24,0,0,9,"Away"
"RIGHT",1.41,4.7711,0.9759,0.268,3.9,1.12,3.8077,0,0.223,0.35,0.83,1.29,24662,0.491941176470588,0.194,0.037,0.2763,0.383294117647059,0.1971,0.0191,0.2067,0.1797,0.1875,0.547058823529412,0.2042,0.292058823529412,0.1928,0.3478260869565217391304347826,0.2727272727272727272727272727,0.4166666666666666666666666667,0.3,0.3846153846153846153846153846,0.3,0.4,24,0,1,9,"LEFT",1.38,7.9179,1.1085,0.248,4.27,1.23,8.5909,1.2273,0.253,4.5,0.75,1.41,16966,0.547882352941177,0.1999,0.0298,0.2635,0.466176470588235,0.1987,0.0238,0.2662,0.3246,0.1728,0.309470588235294,0.2093,0.488941176470588,0.1965,0.4,0.3076923076923076923076923077,0.5,0.2,0.45,0.3,0,24,0,3,9,"Home"
"RIGHT",1.18,7.5718,1.117,0.253,3.76,0.92,6.375,2.25,0.169,3.38,1.22,0.68,23976,0.5185,0.1779,0.0231,0.2886,0.5625625,0.2169,0.0185,0.2938,0.3118,0.1706,0.591,0.215,0.5604375,0.2173,0.5,0.5714285714285714285714285714,0.4,0.8,0.4210526315789473684210526316,0.9,0.5,24,0,0,9,"LEFT",1.14,8.5431,1.0169,0.237,3.27,1.19,9.2903,2.0323,0.188,3.19,1.04,1.27,21189,0.559230769230769,0.211,0.0382,0.2702,0.422923076923077,0.1915,0.0164,0.234,0.2044,0.2409,0.513615384615385,0.1769,0.401692307692308,0.1954,0.32,0.5,0.1538461538461538461538461538,0.5,0.2857142857142857142857142857,0.3,0.5,24,0,0,9,"Home"
"RIGHT",1.32,7.0931,0.9476,0.266,4.03,1.21,4.9737,0.7105,0.26,4.21,1.38,1.08,29762,0.581933333333333,0.2138,0.0333,0.2738,0.5378,0.1979,0.0191,0.2874,0.3,0.2412,0.3934,0.296,0.568,0.1759,0.739130434782608695652173913,0.8333333333333333333333333333,0.6363636363636363636363636364,0.5,0.7894736842105263157894736842,0.8,0.5,24,0,1,10,"LEFT",1.32,9.1996,0.8108,0.238,4.03,0.95,11.0959,0.7397,0.133,2.22,2.5,0.82,14806,0.520875,0.2365,0.0313,0.2612,0.4254375,0.2538,0.026,0.2324,0.2889,0.2815,0.35575,0.3059,0.4456875,0.246,0.5,0.6,0.4285714285714285714285714286,0,0.5454545454545454545454545455,0.6,0.4,24,0,0,10,"Home"
"RIGHT",1.2,8.271,0.9543,0.249,4.05,1.18,8.5068,0,0.26,2.92,1.3,1.05,12446,0.4781875,0.2578,0.0336,0.2484,0.4300625,0.2725,0.0389,0.2395,0.2148,0.2886,0.3725625,0.2929,0.4615,0.2638,0.7083333333333333333333333333,0.5833333333333333333333333333,0.8333333333333333333333333333,0.7777777777777777777777777778,0.6666666666666666666666666667,0.9,0.8333333333333333333333333333,24,0,1,9,"RIGHT",1.38,8.0505,0.3716,0.245,3.96,1.83,8.8448,0.4655,0.309,6.86,1.89,1.83,25740,0.559153846153846,0.2083,0.0348,0.2703,0.491153846153846,0.1844,0.0375,0.2474,0.2313,0.2245,0.485846153846154,0.1636,0.464692307692308,0.1912,0.4166666666666666666666666667,0.4166666666666666666666666667,0.4166666666666666666666666667,0.4285714285714285714285714286,0.4117647058823529411764705882,0.5,0.5555555555555555555555555556,24,0,3,9,"Home"
"RIGHT",1.25,6.4463,1.2736,0.244,3.45,1.31,8.1,1.1571,0.227,3.42,1.2,1.45,17870,0.545916666666667,0.2336,0.033,0.2688,0.60325,0.2388,0.0395,0.2837,0.3162,0.1765,0.577583333333333,0.1538,0.604,0.2614,0.5,0.6,0.4166666666666666666666666667,0.5,0.5,0.4,0.5,24,0,0,9,"RIGHT",1.18,8.1117,0.7481,0.229,3.18,0.74,10.299,0.5567,0.159,0.84,0.79,0.71,19338,0.503928571428572,0.1844,0.0271,0.2705,0.460857142857143,0.25,0.0223,0.2432,0.2059,0.2721,0.542142857142857,0.2515,0.475142857142857,0.2494,0.5416666666666666666666666667,0.5,0.6,0.5,0.5555555555555555555555555556,0.7,0.5,24,0,0,9,"Home"
"RIGHT",1.22,9.2911,0.7433,0.257,3.4,1.26,9.5294,0.5294,0.277,4.24,1.71,0.87,19170,0.534357142857143,0.2112,0.026,0.2623,0.485071428571429,0.1855,0.0291,0.2527,0.2558,0.1395,0.539785714285714,0.1754,0.373857142857143,0.195,0.3478260869565217391304347826,0.2727272727272727272727272727,0.4166666666666666666666666667,0.2,0.4615384615384615384615384615,0.3,0,24,0,0,9,"RIGHT",1.06,7.3481,0.8544,0.181,2.56,1.68,7.4483,1.8621,0.26,5.03,2.52,1.09,18922,0.541538461538462,0.2141,0.0431,0.2513,0.494615384615385,0.2504,0.0395,0.2316,0.2639,0.2778,0.629538461538461,0.1546,0.480153846153846,0.2695,0.48,0.5,0.4666666666666666666666666667,0.75,0.4285714285714285714285714286,0.4,0.2857142857142857142857142857,24,0,0,9,"Away"
"LEFT",1.36,7.1534,0.8757,0.271,3.84,1.61,5.4783,1.1739,0.289,2.74,1.5,1.7,16945,0.65175,0.2207,0.0348,0.2669,0.478166666666667,0.2123,0.0211,0.2509,0.2908,0.2057,0.575416666666667,0.1852,0.459583333333333,0.2186,0.64,0.8461538461538461538461538462,0.4166666666666666666666666667,0.6,0.65,0.4,0.625,24,0,0,9,"LEFT",1.31,8.8543,0.7446,0.233,3.62,1.71,8.4857,0.3857,0.312,5.01,1.57,1.83,24120,0.629416666666667,0.2247,0.0372,0.2679,0.529,0.2407,0.0242,0.2375,0.25,0.2566,0.622666666666666,0.2414,0.5,0.2406,0.44,0.5,0.4,0.6666666666666666666666666667,0.3684210526315789473684210526,0.4,0.625,24,0,0,9,"Away"
"RIGHT",1.26,9.4021,0.7363,0.235,3.58,1.5,6.5455,0.4091,0.291,3.27,1.13,2.08,14575,0.626333333333333,0.1879,0.0232,0.2696,0.490666666666667,0.1945,0.0209,0.2669,0.2333,0.2,0.485,0.2054,0.487833333333333,0.1899,0.48,0.5384615384615384615384615385,0.4166666666666666666666666667,0.75,0.3529411764705882352941176471,0.7,0.7272727272727272727272727273,24,0,3,9,"RIGHT",1.15,7.4327,1.0012,0.236,3.33,1.33,3.9886,1.8409,0.289,5.83,1.57,1.09,21123,0.532,0.1704,0.0413,0.2856,0.4536,0.2073,0.029,0.2393,0.2734,0.2302,0.432666666666667,0.1949,0.438466666666667,0.21,0.44,0.4,0.4666666666666666666666666667,0.6666666666666666666666666667,0.3684210526315789473684210526,0.5,0.3333333333333333333333333333,24,0,3,9,"Home"
"LEFT",1.29,6.9559,0.7534,0.266,3.8,1.53,5.1207,0.931,0.317,5.49,2.47,1.14,25725,0.639785714285714,0.1774,0.0309,0.2789,0.673928571428571,0.212,0.0598,0.2917,0.3203,0.1953,0.505428571428571,0.2128,0.678071428571429,0.2118,0.6666666666666666666666666667,0.8666666666666666666666666667,0.3333333333333333333333333333,0.3333333333333333333333333333,0.7142857142857142857142857143,0.7,0.4285714285714285714285714286,24,0,3,9,"RIGHT",1.36,8.1917,1.1796,0.271,4.05,1.29,7.7143,0.7714,0.282,4.24,1.74,0.97,14178,0.587666666666667,0.1948,0.0293,0.2656,0.5176,0.1816,0.0268,0.283,0.2521,0.1933,0.396066666666667,0.157,0.519333333333333,0.1891,0.4166666666666666666666666667,0.4285714285714285714285714286,0.4,0.4285714285714285714285714286,0.4117647058823529411764705882,0.3,0.375,24,0,2,9,"Home"
