"RIGHT",1.15,6.5821,0.791,0.239,3.04,1.18,6.4432,0.6136,0.232,3.64,1.5,0.94,30222,0.588588235,0.2179,0.0376,0.2706,0.591352941,0.2091,0.0554,0.3158,0.3542,0.2188,0.678705882,0.2165,0.572411765,0.208,0.653846154,0.538461538,0.769230769,0,0.68,0.6,0.666666667,48,0,0,9,"RIGHT",1.21,8.2701,1.3279,0.244,4.17,1.15,10.125,0.9205,0.235,3.94,1.38,0.85,15501,0.545388889,0.2497,0.0305,0.2557,0.461944444,0.2386,0.0326,0.2803,0.3277,0.209,0.413555556,0.2059,0.469833333,0.2533,0.607142857,0.705882353,0.454545455,0.5,0.666666667,0.6,0.666666667,48,0,2,13,"Away"
"LEFT",1.06,10.1632,0.894,0.223,2.94,0.77,12.4248,0.2389,0.177,1.19,0.64,0.8,24092,0.620357143,0.1916,0.034,0.2763,0.493571429,0.1743,0.0167,0.272,0.3082,0.1447,0.504357143,0.1591,0.480428571,0.1778,0.538461538,0.625,0.4,0.5,0.545454545,0.4,0.714285714,24,0,0,9,"RIGHT",1.31,4.8462,1.2462,0.27,5.4,0.84,6.75,0,0.154,2.16,0.4,1.5,28572,0.572357143,0.2296,0.0417,0.2589,0.509214286,0.2462,0.036,0.2342,0.2689,0.2353,0.598857143,0.2727,0.472285714,0.2332,0.64,0.727272727,0.571428571,0.545454545,0.714285714,0.5,0.857142857,24,0,0,9,"Home"
"LEFT",1.29,7.7496,1.0031,0.246,3.67,1.22,6.75,0.5625,0.237,2.81,1.35,1.2,23317,0.575230769,0.2014,0.0281,0.2631,0.451615385,0.2206,0.0349,0.2286,0.2131,0.2049,0.430307692,0.2483,0.485307692,0.2124,0.32,0.5,0.153846154,0.428571429,0.277777778,0.1,0.333333333,24,0,1,9,"LEFT",1.25,7.4454,0.8262,0.258,3.46,1.47,9.2045,1.5341,0.257,5.22,1.4,1.3,12309,0.545,0.1903,0.032,0.2727,0.531727273,0.2466,0.024,0.2312,0.2319,0.2319,0.591636364,0.1834,0.505545455,0.2723,0.56,0.545454545,0.571428571,0.8,0.4,0.7,0.666666667,24,0,1,9,"Away"
"RIGHT",1.19,8.4641,0.8361,0.236,3.48,1.4,9.2045,0.9205,0.248,4.6,1.47,1.33,24643,0.691916667,0.1979,0.0341,0.2729,0.611916667,0.232,0.0392,0.2549,0.274,0.2671,0.461833333,0.2059,0.616083333,0.2395,0.538461538,0.6,0.454545455,0.625,0.5,0.6,0.714285714,24,0,0,9,"RIGHT",1.14,9.5013,0.8593,0.24,3.36,1.25,9.699,1.5728,0.24,4.19,1.38,1.15,20915,0.601,0.1948,0.0335,0.2664,0.583692308,0.2339,0.0424,0.2606,0.239,0.2453,0.483769231,0.2317,0.612230769,0.2354,0.538461538,0.5,0.571428571,0.272727273,0.733333333,0.5,0.625,24,0,0,9,"Home"
"RIGHT",1.36,6.5217,0.89,0.254,4.06,1.33,11.25,0.75,0.231,4.5,1.31,1.35,11084,0.498789474,0.192,0.0213,0.2551,0.497052632,0.2605,0.0432,0.2333,0.2625,0.1875,0.414789474,0.2291,0.508368421,0.2727,0.428571429,0.6,0.333333333,0.555555556,0.368421053,0.4,0.428571429,48,0,3,12,"RIGHT",1.49,5.7591,0.9147,0.275,4.23,1.34,6.3191,2.0106,0.265,4.88,1.06,1.63,26151,0.5885,0.2362,0.0362,0.2687,0.6000625,0.2408,0.049,0.2599,0.2775,0.185,0.5931875,0.2545,0.63425,0.2326,0.592592593,0.538461538,0.642857143,0.7,0.529411765,0.5,1,48,0,2,13,"Home"
"LEFT",1.23,8.2555,0.622,0.244,3.22,0.84,10.8557,0,0.179,1.39,0.43,0.89,25471,0.5184,0.1762,0.0355,0.2797,0.525866667,0.2049,0.0349,0.2519,0.2778,0.1944,0.3544,0.188,0.560066667,0.2091,0.407407407,0.6,0.294117647,0.5,0.380952381,0.4,0.375,48,0,3,9,"RIGHT",1.19,8.0281,1.2052,0.254,3.81,1.31,8.5443,2.0506,0.242,4.73,1.26,1.39,28986,0.582615385,0.1792,0.0398,0.2787,0.476615385,0.2323,0.0297,0.2477,0.2249,0.2485,0.492076923,0.1875,0.464076923,0.2454,0.535714286,0.692307692,0.4,0.75,0.45,0.8,0.666666667,48,0,3,9,"Away"
"RIGHT",1.3,8.718,0.6387,0.248,3.4,1.47,12.3882,1.2706,0.246,4.71,1.61,1.33,19631,0.553733333,0.2009,0.0277,0.2696,0.5356,0.2324,0.036,0.2573,0.227,0.2883,0.378933333,0.2586,0.557,0.2273,0.5,0.5625,0.4,0.25,0.545454545,0.7,0.5,24,0,1,10,"RIGHT",1.42,6.4025,1.0827,0.277,4.24,1.5,6.9231,2.0769,0.286,5.19,1.84,1.28,5778,0.4699375,0.2937,0.0318,0.2428,0.496875,0.2755,0.049,0.2476,0.2564,0.2628,0.492625,0.2951,0.485125,0.2688,0.5,0.411764706,0.636363636,0.428571429,0.523809524,0.5,0.5,24,0,1,10,"Home"
"RIGHT",1.29,6.4043,1.1421,0.256,4.01,1.39,6.1714,1.5429,0.261,3.8,1.4,1.43,27671,0.521571429,0.1978,0.0313,0.2782,0.584428571,0.2052,0.0372,0.281,0.2988,0.2134,0.460785714,0.1735,0.606357143,0.2102,0.44,0.555555556,0.375,1,0.416666667,0.5,0.25,24,0,0,9,"RIGHT",1.09,8.8962,0.7209,0.23,3.01,1.15,5.5227,1.8409,0.22,4.25,1.11,1.19,29345,0.532266667,0.2037,0.034,0.2651,0.421,0.2066,0.041,0.2177,0.3269,0.1346,0.442333333,0.2134,0.425666667,0.2043,0.423076923,0.285714286,0.583333333,0.333333333,0.45,0.3,0.571428571,24,0,0,9,"Home"
"LEFT",1.24,8.3537,0.819,0.244,3.44,1.43,7.9773,0.9205,0.289,3.68,0.83,1.59,21071,0.595133333,0.2144,0.0327,0.2656,0.581333333,0.2581,0.0365,0.2541,0.2292,0.2135,0.656533333,0.267,0.532133333,0.255,0.538461538,0.454545455,0.6,0.714285714,0.473684211,0.5,0.444444444,24,0,1,9,"RIGHT",1.24,6.7075,1.1731,0.246,3.83,0.8,3.3,0.6,0.194,1.8,0.61,0.98,10778,0.544428571,0.2443,0.0269,0.2542,0.537428571,0.2504,0.0356,0.2607,0.2529,0.2412,0.529285714,0.2323,0.546285714,0.2579,0.48,0.636363636,0.357142857,0.428571429,0.5,0.6,0.454545455,24,0,0,9,"Home"
"RIGHT",1.35,5.6169,0.9811,0.268,4.37,1.34,7.9024,0.9878,0.24,3.25,1.29,1.38,15071,0.6674,0.2189,0.0344,0.2702,0.6942,0.2193,0.0421,0.2577,0.2615,0.2205,0.717066667,0.2115,0.597066667,0.2212,0.461538462,0.4,0.545454545,0,0.52173913,0.3,0.4,24,0,0,10,"RIGHT",1.87,9.7105,0.7105,0.287,5.68,2.45,10.6744,0.6279,0.333,7.98,2.45,2.57,14227,0.657466667,0.1943,0.0251,0.2685,0.546866667,0.1968,0.0266,0.2394,0.2344,0.2109,0.593866667,0.2124,0.5128,0.1887,0.461538462,0.5,0.428571429,0.454545455,0.466666667,0.5,0.454545455,24,0,0,10,"Away"
